100 4.5e-05
200 0.000158
300 0.000229
400 0.000392
500 0.000825
600 0.000855
700 0.001118
800 0.000975
900 0.001212
1000 0.002228
1100 0.002927
1200 0.002155
1300 0.00459
1400 0.004572
1500 0.005055
1600 0.003718
1700 0.007995
1800 0.009107
1900 0.005246
2000 0.005875
2100 0.009483
2200 0.007135
2300 0.00981
2400 0.012706
2500 0.008941
2600 0.00989
2700 0.010613
2800 0.011305
2900 0.019977
3000 0.017411
3100 0.016855
3200 0.017441
3300 0.015751
3400 0.017495
3500 0.017885
3600 0.018449
3700 0.019978
3800 0.026621
3900 0.025782
4000 0.02352
4100 0.024642
4200 0.026141
4300 0.027296
4400 0.03192
4500 0.030649
4600 0.041576
4700 0.036549
4800 0.033852
4900 0.039721
5000 0.041734
5100 0.042767
5200 0.041498
5300 0.04205
5400 0.044548
5500 0.046228
5600 0.048342
5700 0.05167
5800 0.05482
5900 0.056497
6000 0.058608
6100 0.060071
6200 0.059274
6300 0.067418
6400 0.069826
6500 0.067602
6600 0.067262
6700 0.069497
6800 0.071354
6900 0.078934
7000 0.077531
7100 0.083169
7200 0.086014
7300 0.085051
7400 0.092666
7500 0.093778
7600 0.093494
7700 0.098739
7800 0.101738
7900 0.10533
8000 0.108152
8100 0.106322
8200 0.105079
8300 0.111803
8400 0.111864
8500 0.113431
8600 0.118935
8700 0.121065
8800 0.124314
8900 0.128692
9000 0.159465
9100 0.137988
9200 0.139444
9300 0.138104
9400 0.142454
9500 0.145977
9600 0.150835
9700 0.162051
9800 0.152301
9900 0.161559
10000 0.162466
10100 0.166315
10200 0.173632
10300 0.175113
10400 0.171835
10500 0.183997
10600 0.185087
10700 0.190365
10800 0.191566
10900 0.198079
11000 0.202334
11100 0.204694
11200 0.210633
11300 0.210906
11400 0.217552
11500 0.221823
11600 0.22724
11700 0.225325
11800 0.232412
11900 0.242539
12000 0.245967
12100 0.250154
12200 0.25473
12300 0.257604
12400 0.257857
12500 0.271765
12600 0.266244
12700 0.279109
12800 0.280418
12900 0.283716
13000 0.401468
13100 0.295191
13200 0.297281
13300 0.39773
13400 0.304826
13500 0.308766
13600 0.312977
13700 0.325605
13800 0.329365
13900 0.334304
14000 0.335986
14100 0.3434
14200 0.459101
14300 0.358691
14400 0.359762
14500 0.36199
14600 0.377056
14700 0.376894
14800 0.38117
14900 0.490758
15000 0.395465
15100 0.415933
15200 0.401162
15300 0.411734
15400 0.422877
15500 0.42751
15600 0.433609
15700 0.434965
15800 0.444566
15900 0.445465
16000 0.454229
16100 0.469903
16200 0.464977
16300 0.574185
16400 0.491426
16500 0.495346
16600 0.493865
16700 0.518925
16800 0.512833
16900 0.516868
17000 0.520017
17100 0.523294
17200 0.535759
17300 0.547394
17400 0.54578
17500 0.561826
17600 0.71978
17700 0.566236
17800 0.58119
17900 0.782531
18000 0.591731
18100 0.60221
18200 0.60725
18300 0.617496
18400 0.626019
18500 0.628115
18600 0.635256
18700 0.852638
18800 0.6524
18900 0.661614
19000 0.67067
19100 0.67655
19200 0.682582
19300 0.692825
19400 0.701923
19500 0.709103
19600 0.722468
19700 0.732566
19800 0.741531
19900 0.76037
20000 0.75252
20100 0.769328
20200 0.768454
20300 0.77031
20400 0.81812
20500 0.794998
20600 0.796866
20700 0.81386
20800 0.817609
20900 0.824104
21000 1.1165
21100 0.857019
21200 0.873961
21300 1.13256
21400 0.892364
21500 0.892577
21600 0.90392
21700 0.896276
21800 0.913476
21900 0.918818
22000 0.933352
22100 0.951941
22200 0.955217
22300 1.24108
22400 0.962018
22500 0.977642
22600 1.00087
22700 1.01703
22800 1.19817
22900 1.21692
23000 1.04512
23100 1.04428
23200 1.06837
23300 1.07233
23400 1.08885
23500 1.08653
23600 1.0955
23700 1.09601
23800 1.11594
23900 1.1314
24000 1.14211
24100 1.16173
24200 1.22636
24300 1.18202
24400 1.20711
24500 1.20478
24600 1.20694
24700 1.21551
24800 1.22254
24900 1.25857
25000 1.24463
25100 1.26168
25200 1.29642
25300 1.28156
25400 1.54045
25500 1.29296
25600 1.32689
25700 1.34544
25800 1.34398
25900 1.33661
26000 1.37492
26100 1.3943
26200 1.37819
26300 1.61083
26400 1.40091
26500 1.41845
26600 1.47998
26700 1.44256
26800 1.49426
26900 1.46307
27000 1.49787
27100 1.4951
27200 1.49728
27300 1.51396
27400 1.54696
27500 1.54757
27600 1.65288
27700 1.58696
27800 1.57163
27900 1.6005
28000 1.62715
28100 1.62166
28200 1.61991
28300 1.81398
28400 1.64163
28500 1.70525
28600 2.15374
28700 1.69269
28800 2.19233
28900 1.70485
29000 1.74865
29100 1.74496
29200 1.94437
29300 1.75758
29400 1.78103
29500 1.82065
29600 1.80477
29700 1.8334
29800 1.83768
29900 1.84201
30000 1.85356
30100 1.8846
30200 1.90273
30300 1.91337
30400 1.924
30500 1.93714
30600 1.94627
30700 1.95956
30800 1.95164
30900 2.49511
31000 2.0369
